source.message,dataset,timestamp,$workers.truncated,$workers.event.request.url,$workers.event.request.method,$workers.event.request.path,$workers.event.request.search.batch,$workers.event.request.search.size,$workers.event.request.search.chatId,$workers.outcome,$workers.scriptName,$workers.eventType,$workers.executionModel,$workers.scriptVersion.id,$workers.requestId,$metadata.id,$metadata.requestId,$metadata.trigger,$metadata.service,$metadata.message,$metadata.account,$metadata.type,$metadata.fingerprint,$metadata.origin,$metadata.messageTemplate,$metadata.startTime,$metadata.endTime,$metadata.now,links
[Processor] Resolving channel entity for chat_id: -1002312202692 -> -1002312202692,cloudflare-workers,2026-01-26T14:44:08.231Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGT,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Resolving channel entity for chat_id: -1002312202692 -> -1002312202692,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Resolving channel entity for chat_id: -1002312202692 -> -1002312202692,undefined,undefined,undefined,[]
[Processor] Connection verified - User: 多加香菜,cloudflare-workers,2026-01-26T14:44:08.231Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGS,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Connection verified - User: 多加香菜,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Connection verified - User: 多加香菜,undefined,undefined,undefined,[]
[Processor] Telegram client connected successfully (attempt 1),cloudflare-workers,2026-01-26T14:44:08.034Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGR,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Telegram client connected successfully (attempt 1),203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Telegram client connected successfully (attempt 1),undefined,undefined,undefined,[]
[33m[2026-01-26T14:44:07.645] [INFO] - [Using LAYER 198 for initial connect][0m,cloudflare-workers,2026-01-26T14:44:07.645Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGQ,9c40c9362fbde359,POST /process-media,telegram-processor,[33m[2026-01-26T14:44:07.645] [INFO] - [Using LAYER 198 for initial connect][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [<*> <*> <*> <*> <*> <*>][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:44:07.645] [INFO] - [Connection to 149.154.175.52:80/TCPFull complete!][0m,cloudflare-workers,2026-01-26T14:44:07.645Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGP,9c40c9362fbde359,POST /process-media,telegram-processor,[33m[2026-01-26T14:44:07.645] [INFO] - [Connection to 149.154.175.52:80/TCPFull complete!][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [Connection to <IP4>:80/TCPFull complete!][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:44:07.453] [INFO] - [Connecting to 149.154.175.52:80/TCPFull...][0m,cloudflare-workers,2026-01-26T14:44:07.453Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGN,9c40c9362fbde359,POST /process-media,telegram-processor,[33m[2026-01-26T14:44:07.453] [INFO] - [Connecting to 149.154.175.52:80/TCPFull...][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [Connecting to <IP4>:80/TCPFull...][0m,undefined,undefined,undefined,[]
[Processor] Initializing Telegram client connection...,cloudflare-workers,2026-01-26T14:44:07.453Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGM,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Initializing Telegram client connection...,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Initializing Telegram client connection...,undefined,undefined,undefined,[]
[33m[2026-01-26T14:44:07.453] [INFO] - [Running gramJS version 2.26.21][0m,cloudflare-workers,2026-01-26T14:44:07.453Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGK,9c40c9362fbde359,POST /process-media,telegram-processor,[33m[2026-01-26T14:44:07.453] [INFO] - [Running gramJS version 2.26.21][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [<*> <*> <*> <*>.<*>.<*>][0m,undefined,undefined,undefined,[]
[Processor] Starting media processing for message 2144,cloudflare-workers,2026-01-26T14:44:07.445Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGJ,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Starting media processing for message 2144,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] <*> <*> <*> for message <*>,undefined,undefined,undefined,[]
[Processor] Starting media processing for message 2144 with detailed logging,cloudflare-workers,2026-01-26T14:44:07.445Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGH,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Starting media processing for message 2144 with detailed logging,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Starting media processing for message <*> with detailed logging,undefined,undefined,undefined,[]
[Processor Batch] Processing item 3/5: 2144,cloudflare-workers,2026-01-26T14:44:07.445Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGG,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor Batch] Processing item 3/5: 2144,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor Batch] Processing item <*>/5: <*>,undefined,undefined,undefined,[]
[Processor] Media processing completed for message 2143,cloudflare-workers,2026-01-26T14:44:07.438Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGF,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Media processing completed for message 2143,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] <*> <*> <*> for message <*>,undefined,undefined,undefined,[]
[Processor] Saved media record for message 13276,cloudflare-workers,2026-01-26T14:44:07.438Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGE,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Saved media record for message 13276,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] <*> media <*> for message <*>,undefined,undefined,undefined,[]
"[Processor] SUCCESS: DB updated for message 2143, 1 rows affected",cloudflare-workers,2026-01-26T14:44:07.418Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGD,9c40c9362fbde359,POST /process-media,telegram-processor,"[Processor] SUCCESS: DB updated for message 2143, 1 rows affected",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] SUCCESS: DB updated for message <*> 1 rows affected,undefined,undefined,undefined,[]
"[DB] Message 2143 updated, changes: 1",cloudflare-workers,2026-01-26T14:44:07.418Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGC,9c40c9362fbde359,POST /process-media,telegram-processor,"[DB] Message 2143 updated, changes: 1",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,"[DB] Message <*> updated, changes: 1",undefined,undefined,undefined,[]
[Persistence] Updated Msg 2143: changes=1,cloudflare-workers,2026-01-26T14:44:07.418Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGB,9c40c9362fbde359,POST /process-media,telegram-processor,[Persistence] Updated Msg 2143: changes=1,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Persistence] Updated Msg <*>: changes=1,undefined,undefined,undefined,[]
[Processor] PRE-CHECK PASSED: Message found:,cloudflare-workers,2026-01-26T14:44:07.400Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGA,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] PRE-CHECK PASSED: Message found:,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] PRE-CHECK PASSED: Message found:,undefined,undefined,undefined,[]
[Processor] DB Update Parameters:,cloudflare-workers,2026-01-26T14:44:07.387Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSG9,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] DB Update Parameters:,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] DB Update Parameters:,undefined,undefined,undefined,[]
[Processor] Updating DB for message 2143 with key: media/-1002312202692_2143_1769438647061.jpg,cloudflare-workers,2026-01-26T14:44:07.387Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSG8,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Updating DB for message 2143 with key: media/-1002312202692_2143_1769438647061.jpg,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Updating DB for message 2143 with key: media/<DOMAIN>,undefined,undefined,undefined,[]
[Processor] Successfully uploaded to R2: media/-1002312202692_2143_1769438647061.jpg,cloudflare-workers,2026-01-26T14:44:07.387Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSG7,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Successfully uploaded to R2: media/-1002312202692_2143_1769438647061.jpg,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Successfully uploaded to R2: media/<DOMAIN>,undefined,undefined,undefined,[]
[Processor] Uploading to R2: media/-1002312202692_2143_1769438647061.jpg,cloudflare-workers,2026-01-26T14:44:07.061Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSG6,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Uploading to R2: media/-1002312202692_2143_1769438647061.jpg,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Uploading to R2: media/<DOMAIN>,undefined,undefined,undefined,[]
[Processor] Successfully downloaded media (94593 bytes),cloudflare-workers,2026-01-26T14:44:07.061Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSG5,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Successfully downloaded media (94593 bytes),203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Successfully downloaded media (<*> bytes),undefined,undefined,undefined,[]
[33m[2026-01-26T14:44:06.121] [INFO] - [Exporting authorization for data center 91.108.56.185 with layer 198][0m,cloudflare-workers,2026-01-26T14:44:06.121Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSG4,9c40c9362fbde359,POST /process-media,telegram-processor,[33m[2026-01-26T14:44:06.121] [INFO] - [Exporting authorization for data center 91.108.56.185 with layer 198][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[2026-01-26T14:44:06.121] [INFO] - [Exporting authorization for data center <IP4> with layer 198][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:44:06.121] [INFO] - [Connection to 91.108.56.185:443/TCPFull complete!][0m,cloudflare-workers,2026-01-26T14:44:06.121Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSG3,9c40c9362fbde359,POST /process-media,telegram-processor,[33m[2026-01-26T14:44:06.121] [INFO] - [Connection to 91.108.56.185:443/TCPFull complete!][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [Connection to <IP4>:443/TCPFull complete!][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:44:04.684] [INFO] - [Connecting to 91.108.56.185:443/TCPFull...][0m,cloudflare-workers,2026-01-26T14:44:04.684Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSG2,9c40c9362fbde359,POST /process-media,telegram-processor,[33m[2026-01-26T14:44:04.684] [INFO] - [Connecting to 91.108.56.185:443/TCPFull...][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [Connecting to <IP4>:443/TCPFull...][0m,undefined,undefined,undefined,[]
"[33m[2026-01-26T14:44:04.484] [INFO] - [Starting direct file download in chunks of 131072 at 0, stride 131072][0m",cloudflare-workers,2026-01-26T14:44:04.484Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSG1,9c40c9362fbde359,POST /process-media,telegram-processor,"[33m[2026-01-26T14:44:04.484] [INFO] - [Starting direct file download in chunks of 131072 at 0, stride 131072][0m",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,"[33m[<*>.<*>] [INFO] - [Starting direct file download in chunks of 131072 at 0, stride 131072][0m",undefined,undefined,undefined,[]
"[Processor] Photo size check passed (74304 bytes <= 20MB), proceeding with download",cloudflare-workers,2026-01-26T14:44:04.484Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSG0,9c40c9362fbde359,POST /process-media,telegram-processor,"[Processor] Photo size check passed (74304 bytes <= 20MB), proceeding with download",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,"[Processor] Photo size check passed (<*> bytes <= 20MB), proceeding with download",undefined,undefined,undefined,[]
[Processor] Photo max size: 0.07MB,cloudflare-workers,2026-01-26T14:44:04.484Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSFZ,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Photo max size: 0.07MB,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Photo max size: 0.<*>,undefined,undefined,undefined,[]
"[Processor] Downloading media for message 2143, type: MessageMediaPhoto",cloudflare-workers,2026-01-26T14:44:04.484Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSFY,9c40c9362fbde359,POST /process-media,telegram-processor,"[Processor] Downloading media for message 2143, type: MessageMediaPhoto",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Downloading media for message <*> type: <*>,undefined,undefined,undefined,[]
[Processor] Fetching message ID: 2143 -> 2143,cloudflare-workers,2026-01-26T14:44:04.279Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSFX,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Fetching message ID: 2143 -> 2143,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Fetching message ID: <*> -> <*>,undefined,undefined,undefined,[]
[Processor] Successfully resolved channel entity,cloudflare-workers,2026-01-26T14:44:04.279Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSFW,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Successfully resolved channel entity,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Successfully resolved channel entity,undefined,undefined,undefined,[]
[Processor] Resolving channel entity for chat_id: -1002312202692 -> -1002312202692,cloudflare-workers,2026-01-26T14:44:03.871Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSFV,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Resolving channel entity for chat_id: -1002312202692 -> -1002312202692,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Resolving channel entity for chat_id: -1002312202692 -> -1002312202692,undefined,undefined,undefined,[]
